Gene stable ID	Chromosome/scaffold name	Gene name	Gene type	Gene start (bp)	Gene end (bp)
ENSG00000271373	6	NANOGP3	processed_pseudogene	53418452	53418737
ENSG00000237814	CHR_HSCHR6_MHC_MCF_CTG1	SFTA2	protein_coding	31009891	31010713
ENSG00000274839	CHR_HSCHR12_3_CTG2	PRB4	protein_coding	11303340	11306692
ENSG00000132964	13	CDK8	protein_coding	26254104	26405238
ENSG00000284948	8	AC107959.4	lincRNA	23084355	23103558
ENSG00000106052	7	TAX1BP1	protein_coding	27739331	27844564
ENSG00000284956	8	AC107959.5	protein_coding	23084403	23115536
ENSG00000243492	CHR_HSCHR6_MHC_COX_CTG1	HLA-L	transcribed_unprocessed_pseudogene	30249483	30256765
ENSG00000224603	9	BX664725.1	processed_pseudogene	62444256	62444634
ENSG00000204801	9	FGF7P7	unprocessed_pseudogene	62474948	62476333
ENSG00000223840	CHR_HSCHR6_MHC_COX_CTG1	TRIM26BP	unprocessed_pseudogene	30228173	30232162
ENSG00000232827	9	LINC01189	lincRNA	62515191	62522018
ENSG00000241701	CHR_HSCHR6_MHC_COX_CTG1	HCG17	processed_transcript	30223924	30315930
ENSG00000242428	3	C3orf67-AS1	antisense	58824437	59019093
ENSG00000228894	CHR_HSCHR6_MHC_COX_CTG1	HCG18	processed_transcript	30280607	30316946
ENSG00000181143	19	MUC16	protein_coding	8848844	8981342
ENSG00000233151	CHR_HSCHR6_MHC_COX_CTG1	CYP21A2	protein_coding	31986739	31990111
ENSG00000151338	14	MIPOL1	protein_coding	37197913	37552361
ENSG00000261606	15	AC091230.1	processed_transcript	74816223	74831795
ENSG00000281753	CHR_HSCHR21_5_CTG2	AP001468.2	antisense	46187390	46191252
ENSG00000121579	3	NAA50	protein_coding	113716458	113746300
ENSG00000281289	CHR_HSCHR21_5_CTG2	LSS	protein_coding	46190452	46221883
ENSG00000244165	19	P2RY11	protein_coding	10111693	10115372
ENSG00000277013	19	AC008556.1	lincRNA	33906352	33908391
ENSG00000236308	10	AL138921.2	antisense	100190036	100190747
ENSG00000213341	10	CHUK	protein_coding	100188300	100229596
ENSG00000130811	19	EIF3G	protein_coding	10115014	10119918
ENSG00000140506	15	LMAN1L	protein_coding	74812716	74825758
ENSG00000256706	12	AC005342.2	antisense	1917951	1922867
ENSG00000140044	14	JDP2	protein_coding	75427716	75474111
ENSG00000166159	12	LRTM2	protein_coding	1820267	1836753
ENSG00000226007	9	BX005266.2	lincRNA	62532337	62534724
ENSG00000271933	10	AL603756.1	antisense	84138420	84140582
ENSG00000212951	9	BX005266.1	unprocessed_pseudogene	62532397	62532853
ENSG00000259460	15	AC078909.1	antisense	37099339	37100173
ENSG00000204237	17	OXLD1	protein_coding	81665036	81666635
ENSG00000134138	15	MEIS2	protein_coding	36889204	37101299
ENSG00000259589	15	AC073167.1	antisense	63675146	63713758
ENSG00000219881	6	GAPDHP42	processed_pseudogene	69745871	69746851
ENSG00000219085	6	NPM1P37	processed_pseudogene	69705287	69706160
ENSG00000267444	18	SMUG1P1	processed_pseudogene	49650350	49651160
ENSG00000216365	6	RPL37P15	processed_pseudogene	70098390	70098676
ENSG00000267674	18	AC090227.2	lincRNA	49739823	49742063
ENSG00000185298	17	CCDC137	protein_coding	81666737	81673904
ENSG00000260613	22	Z98885.2	lincRNA	49832616	49837786
ENSG00000144677	3	CTDSPL	protein_coding	37861880	37984469
ENSG00000168216	6	LMBRD1	protein_coding	69672757	69867236
ENSG00000213693	11	SEC14L1P1	processed_pseudogene	43897456	43899636
ENSG00000130598	11	TNNI2	protein_coding	1838981	1841680
ENSG00000239280	3	AC108693.1	processed_pseudogene	113740823	113741254
ENSG00000214182	13	PTMAP5	transcribed_processed_pseudogene	81689911	81691072
ENSG00000269900	9	RMRP	lincRNA	35657751	35658018
ENSG00000151552	4	QDPR	protein_coding	17460261	17512206
ENSG00000282602	22	Z82244.2	lincRNA	35372174	35372621
ENSG00000006432	14	MAP3K9	protein_coding	70722526	70809534
ENSG00000237099	13	GYG1P2	processed_pseudogene	82823131	82824136
ENSG00000282041	22	Z82244.1	lincRNA	35376422	35377261
ENSG00000259319	14	AF111167.2	antisense	75423683	75427741
ENSG00000270400	13	AL512782.1	processed_pseudogene	83145540	83145903
ENSG00000226651	CHR_HSCHR6_MHC_MANN_CTG1	CLIC1	protein_coding	31770035	31779217
ENSG00000230551	5	AC021078.1	processed_transcript	149494314	149504670
ENSG00000241112	5	RPL29P14	processed_pseudogene	149545383	149545810
ENSG00000100292	22	HMOX1	protein_coding	35380361	35394207
ENSG00000113712	5	CSNK1A1	protein_coding	149492197	149551552
ENSG00000255460	11	ZDHHC20P3	processed_pseudogene	75228322	75228657
ENSG00000255136	11	AP001972.3	lincRNA	75208054	75241173
ENSG00000261594	11	TPBGL	protein_coding	75240905	75243697
ENSG00000259407	15	AC021739.2	antisense	85744109	85750281
ENSG00000259367	15	AC087286.2	antisense	85619623	85670948
ENSG00000259453	15	AC087286.4	sense_intronic	85701109	85702771
ENSG00000213578	15	CPLX3	protein_coding	74826627	74831802
ENSG00000234136	3	AC055764.1	antisense	197830685	197831296
ENSG00000259981	21	AF096876.1	lincRNA	30089717	30097836
ENSG00000186001	3	LRCH3	protein_coding	197791226	197888436
ENSG00000170776	15	AKAP13	protein_coding	85380571	85749358
ENSG00000167986	11	DDB1	protein_coding	61299451	61342596
ENSG00000133116	13	KL	protein_coding	33016423	33066143
ENSG00000178235	13	SLITRK1	protein_coding	83877205	83882393
ENSG00000106927	9	AMBP	protein_coding	114060127	114078328
ENSG00000248971	4	KRT8P46	processed_pseudogene	102728746	102730171
ENSG00000285680	13	AL355481.1	antisense	83877891	83892570
ENSG00000109323	4	MANBA	protein_coding	102630770	102760994
ENSG00000250386	5	AC233724.9	processed_pseudogene	17625551	17625959
ENSG00000223440	9	AL589642.1	antisense	32633454	32648685
ENSG00000283776	5	TAF11L13	protein_coding	17632088	17632684
ENSG00000276668	11	AC104237.3	sense_intronic	7699562	7699988
ENSG00000230516	9	AL589642.2	lincRNA	32643103	32645026
ENSG00000254951	11	AC044810.2	sense_overlapping	7754393	7905955
ENSG00000250782	5	TAF11L14	protein_coding	17634460	17635053
ENSG00000122728	9	TAF1L	protein_coding	32629454	32635669
ENSG00000129103	7	SUMF2	protein_coding	56064002	56080670
ENSG00000087053	11	MTMR2	protein_coding	95832882	95925315
ENSG00000281919	CHR_HSCHR5_6_CTG1	SLC45A2	protein_coding	33946602	33956490
ENSG00000176716	11	OR10AB1P	transcribed_unprocessed_pseudogene	7726436	7729684
ENSG00000238001	9	SNRPCP1	processed_pseudogene	32676063	32676520
ENSG00000241008	11	AC044810.1	processed_pseudogene	7783697	7784407
ENSG00000230867	9	AL157884.1	processed_pseudogene	32727069	32727522
ENSG00000227892	11	OR5P4P	unprocessed_pseudogene	7745990	7746906
ENSG00000229409	22	AL117328.1	processed_pseudogene	49845929	49846090
ENSG00000183378	11	OVCH2	protein_coding	7689438	7706421
ENSG00000188133	9	TMEM215	protein_coding	32783540	32789201
ENSG00000279494	22	AL117328.2	lincRNA	49851425	49853364
ENSG00000275137	CHR_HSCHR19_4_CTG3_1	AC008746.3	antisense	54438579	54442625
ENSG00000279017	3	AC098476.1	TEC	45749627	45750651
ENSG00000275650	CHR_HSCHR19_4_CTG3_1	TTYH1	protein_coding	54423352	54444827
ENSG00000236796	9	AL157884.3	unprocessed_pseudogene	32836575	32869595
ENSG00000100426	22	ZBED4	protein_coding	49853844	49890080
ENSG00000231193	9	AL157884.2	lincRNA	32840598	32841762
ENSG00000137135	9	ARHGEF39	protein_coding	35658875	35675866
ENSG00000223807	9	BOLA3P4	processed_pseudogene	32926051	32926450
ENSG00000259179	15	UBE2CP4	processed_pseudogene	31420128	31420662
ENSG00000169926	15	KLF13	protein_coding	31326835	31435665
ENSG00000156603	11	MED19	protein_coding	57703714	57712323
ENSG00000183303	11	OR5P2	protein_coding	7795905	7796973
ENSG00000225165	5	AC090071.1	processed_pseudogene	95440044	95440687
ENSG00000182334	11	OR5P3	protein_coding	7824818	7830840
ENSG00000153347	5	FAM81B	protein_coding	95391344	95450454
ENSG00000275612	11	AC104237.2	sense_intronic	7698951	7699393
ENSG00000270451	15	IGHD4OR15-4B	IG_D_gene	21011451	21011469
ENSG00000170688	11	OR5E1P	unprocessed_pseudogene	7848700	7849626
ENSG00000166408	11	OR5P1P	unprocessed_pseudogene	7772890	7773814
ENSG00000248471	5	AC233724.4	processed_pseudogene	17642962	17643228
ENSG00000254707	11	AC104237.1	antisense	7705288	7709517
ENSG00000282089	15	IGHD3OR15-3B	IG_D_gene	21012559	21012589
ENSG00000248160	5	AC233724.1	processed_pseudogene	17647712	17647944
ENSG00000271758	11	AC044810.3	lincRNA	7704628	7882947
ENSG00000248542	5	AC233724.5	processed_pseudogene	17649046	17649643
ENSG00000248337	5	AC233724.2	processed_pseudogene	17654373	17654643
ENSG00000274782	CHR_HSCHR19KIR_ABC08_AB_HAP_C_P_CTG3_1	KIR2DL1	protein_coding	54769765	54784000
ENSG00000269466	5	H3.Y	protein_coding	17654870	17655847
ENSG00000156282	21	CLDN17	protein_coding	30165564	30166756
ENSG00000253964	8	RPL31P40	processed_pseudogene	68293446	68293818
ENSG00000256739	11	AP002892.2	antisense	72351347	72353210
ENSG00000213365	11	AP000593.1	processed_pseudogene	72280151	72281178
ENSG00000256403	11	AP003785.1	antisense	72410716	72412079
ENSG00000259909	15	AC100827.1	unprocessed_pseudogene	72638821	72640125
ENSG00000255843	11	AP000593.3	antisense	72302139	72302965
ENSG00000269350	19	AC010463.2	antisense	17360932	17362753
ENSG00000227342	21	LINC00307	lincRNA	30209151	30211783
ENSG00000255672	11	AP002892.1	antisense	72354516	72363555
ENSG00000130300	19	PLVAP	protein_coding	17351450	17377342
ENSG00000144550	3	CPNE9	protein_coding	9703826	9729908
ENSG00000271824	5	SMIM32	protein_coding	136191468	136193134
ENSG00000064961	19	HMG20B	protein_coding	3572777	3579088
ENSG00000282384	CHR_HSCHR17_7_CTG4	AC015849.11	lincRNA	35808489	35808897
ENSG00000267679	17	EIF5AP2	processed_pseudogene	78157403	78159135
ENSG00000130810	19	PPAN	protein_coding	10106362	10112012
ENSG00000187997	17	C17orf99	protein_coding	78146353	78166177
ENSG00000254123	8	AC027701.1	lincRNA	82098451	82160577
ENSG00000134851	4	TMEM165	protein_coding	55395957	55453397
ENSG00000206228	8	HNRNPA1P4	processed_pseudogene	82291624	82292379
ENSG00000225092	6	AL355336.1	sense_intronic	7183083	7185287
ENSG00000253503	8	AC060765.1	lincRNA	82514568	82677153
ENSG00000282673	CHR_HSCHR12_3_CTG2	PRB1	protein_coding	11348080	11351848
ENSG00000254394	8	AC105031.3	lincRNA	82912104	82961926
ENSG00000259122	15	TVP23BP1	unprocessed_pseudogene	26964917	26970385
ENSG00000165887	10	ANKRD2	protein_coding	97572499	97583884
ENSG00000253836	8	AC105031.2	lincRNA	82862779	82958696
ENSG00000253581	8	AC105031.1	processed_pseudogene	82979411	82979886
ENSG00000254189	8	AC090095.1	processed_pseudogene	83099976	83100846
ENSG00000073598	17	FNDC8	protein_coding	35121615	35130732
ENSG00000070748	10	CHAT	protein_coding	49609095	49665104
ENSG00000282268	15	IGHD2OR15-2B	IG_D_gene	21015048	21015078
ENSG00000270185	15	IGHD1OR15-1B	IG_D_gene	21017800	21017816
ENSG00000273688	CHR_HSCHR19KIR_ABC08_AB_HAP_C_P_CTG3_1	KIR3DP1	unprocessed_pseudogene	54786274	54790272
ENSG00000261426	15	AC144833.1	sense_intronic	27362310	27366398
ENSG00000214254	15	AC136896.1	processed_pseudogene	27208089	27208635
ENSG00000159884	9	CCDC107	protein_coding	35658290	35661511
ENSG00000182256	15	GABRG3	protein_coding	26971181	27541984
ENSG00000248180	4	GAPDHP60	processed_pseudogene	87207092	87208086
ENSG00000228448	CHR_HSCHR6_MHC_MCF_CTG1	HCG21	processed_transcript	31024520	31024900
ENSG00000248196	4	AC092658.1	processed_pseudogene	87166844	87167734
ENSG00000257232	CHR_HSCHR6_MHC_MCF_CTG1	MUCL3	protein_coding	31019512	31029672
ENSG00000145332	4	KLHL8	protein_coding	87160103	87240314
ENSG00000073536	17	NLE1	protein_coding	35128730	35142304
ENSG00000273203	22	AC006946.2	lincRNA	17067821	17070675
ENSG00000273442	22	AC006946.3	lincRNA	17080701	17081456
ENSG00000166946	15	CCNDBP1	protein_coding	43185118	43197177
ENSG00000177663	22	IL17RA	protein_coding	17084954	17115694
ENSG00000248211	5	TRPC7-AS1	antisense	136214048	136222159
ENSG00000243207	19	PPAN-P2RY11	protein_coding	10106223	10114780
ENSG00000069018	5	TRPC7	protein_coding	136213320	136365545
ENSG00000230655	3	OR7E55P	unprocessed_pseudogene	75370448	75371342
ENSG00000236191	8	RPS15AP25	processed_pseudogene	68525517	68525906
ENSG00000267634	17	RPL7L1P5	processed_pseudogene	44365014	44365751
ENSG00000248801	8	C8orf34-AS1	antisense	68303468	68331491
ENSG00000215790	1	SLC35E2A	protein_coding	1724838	1745999
ENSG00000261030	X	AC079171.1	lincRNA	13093660	13094573
ENSG00000165084	8	C8orf34	protein_coding	68330955	68819023
ENSG00000235385	X	LINC02154	lincRNA	13266048	13303452
ENSG00000258739	15	ENO1P2	transcribed_processed_pseudogene	92420860	92422735
ENSG00000231216	X	AC004674.1	antisense	13310652	13319933
ENSG00000140557	15	ST8SIA2	protein_coding	92393881	92468728
ENSG00000236242	13	MYO16-AS1	antisense	109163902	109201483
ENSG00000167315	18	ACAA2	protein_coding	49782164	49813953
ENSG00000123594	X	ATXN3L	protein_coding	13318236	13320399
ENSG00000041515	13	MYO16	protein_coding	108596152	109208005
ENSG00000259168	15	AC104002.3	antisense	27483035	27541991
ENSG00000258970	15	AC104002.1	antisense	27418796	27420735
ENSG00000228740	15	GABRG3-AS1	antisense	27157615	27161319
ENSG00000162300	11	ZFPL1	protein_coding	65084210	65088398
ENSG00000206172	16	HBA1	protein_coding	176680	177522
ENSG00000258624	15	SERPINE4P	processed_pseudogene	27340524	27340804
ENSG00000268575	1	AL031282.2	processed_transcript	1702736	1737688
ENSG00000259152	15	AC104002.2	sense_intronic	27422381	27428338
ENSG00000227775	1	AL031282.1	transcribed_processed_pseudogene	1724512	1737251
ENSG00000260343	13	LINC01043	lincRNA	112313467	112321758
ENSG00000274935	CHR_HSCHR19LRC_COX1_CTG3_1	LILRA1	protein_coding	54525581	54534404
ENSG00000223626	13	LINC01044	lincRNA	112322567	112331225
ENSG00000187051	22	RPS19BP1	protein_coding	39529093	39532761
ENSG00000203942	10	C10orf62	protein_coding	97589727	97590934
ENSG00000008128	1	CDK11A	protein_coding	1702379	1724357
ENSG00000241935	10	HOGA1	protein_coding	97584323	97612802
ENSG00000226930	21	GTF2IP2	unprocessed_pseudogene	13443373	13489176
ENSG00000135604	6	STX11	protein_coding	144150526	144188370
ENSG00000219280	21	VN1R8P	processed_pseudogene	13476371	13477263
ENSG00000217027	6	TPT1P4	processed_pseudogene	144200447	144200965
ENSG00000107159	9	CA9	protein_coding	35673918	35681159
ENSG00000234336	7	JAZF1-AS1	antisense	28180322	28243917
ENSG00000216475	6	AL024474.1	processed_pseudogene	144257034	144257624
ENSG00000153814	7	JAZF1	protein_coding	27830573	28180795
ENSG00000162438	1	CTRC	protein_coding	15438439	15449242
ENSG00000267231	19	AC005786.2	lincRNA	3558015	3558486
ENSG00000183307	22	TMEM121B	protein_coding	17116299	17121367
ENSG00000153498	13	SPACA7	protein_coding	112376355	112434689
ENSG00000215158	5	AC138409.2	transcribed_unprocessed_pseudogene	34164698	34244796
ENSG00000235328	22	AC006946.1	processed_pseudogene	17093612	17093939
ENSG00000155252	10	PI4K2A	protein_coding	97640686	97676434
ENSG00000259698	15	FAM30C	unprocessed_pseudogene	21019388	21020851
ENSG00000263114	CHR_HSCHR12_3_CTG2_1	AC079953.2	processed_pseudogene	101234318	101235053
ENSG00000215156	5	AC138409.1	processed_pseudogene	34190056	34193653
ENSG00000215478	22	CES5AP1	transcribed_unprocessed_pseudogene	23359603	23387731
ENSG00000215049	13	PRDX2P1	processed_pseudogene	30296147	30296735
ENSG00000227506	CHR_HSCHR6_MHC_MCF_CTG1	MUC21	protein_coding	31062263	31068453
ENSG00000102781	13	KATNAL1	protein_coding	30202630	30307551
ENSG00000254501	11	AP003068.1	antisense	65110714	65111695
ENSG00000277783	CHR_HSCHR6_1_CTG2	AL078601.5	processed_pseudogene	79464740	79464999
ENSG00000121766	1	ZCCHC17	protein_coding	31296982	31364953
ENSG00000274832	5	AC233724.12	processed_pseudogene	17669283	17669518
ENSG00000274955	CHR_HSCHR19KIR_ABC08_AB_HAP_C_P_CTG3_1	KIR2DL4	protein_coding	54803541	54814525
ENSG00000250715	5	AC233724.10	processed_pseudogene	17670168	17670571
ENSG00000149823	11	VPS51	protein_coding	65089324	65111862
ENSG00000213228	17	RPL12P38	transcribed_processed_pseudogene	60433678	60435996
ENSG00000131389	3	SLC6A6	protein_coding	14402576	14489349
ENSG00000086506	16	HBQ1	protein_coding	180459	181179
ENSG00000249380	5	AC138853.1	processed_pseudogene	34373028	34373850
ENSG00000271874	5	AC025754.2	lincRNA	34651457	34651888
ENSG00000244699	3	AC139453.2	unprocessed_pseudogene	75384059	75391810
ENSG00000240665	3	LSP1P2	processed_pseudogene	75395188	75395320
ENSG00000242953	3	AC139453.1	processed_pseudogene	75395404	75395536
ENSG00000248409	22	AP000344.2	unprocessed_pseudogene	23392553	23394792
ENSG00000133519	22	ZDHHC8P1	transcribed_unprocessed_pseudogene	23390606	23402726
ENSG00000275282	CHR_HSCHR5_2_CTG1_1	CFL1P5	processed_pseudogene	69313353	69313854
ENSG00000148926	11	ADM	protein_coding	10305073	10307397
ENSG00000215037	13	VENTXP2	processed_pseudogene	83907301	83907781
ENSG00000277868	CHR_HSCHR5_2_CTG1_1	CCDC125	protein_coding	69281282	69332741
ENSG00000272040	5	AC010245.2	lincRNA	75608817	75609983
ENSG00000229893	7	AC005091.1	antisense	27733064	27740395
ENSG00000224188	13	UBE2D3P4	processed_pseudogene	84020327	84020762
ENSG00000264193	18	AC027229.1	processed_pseudogene	25953216	25953468
ENSG00000268836	16	Z69706.1	lincRNA	185748	186294
ENSG00000248846	5	LINC02065	lincRNA	66206212	66209447
ENSG00000249967	10	AL355315.1	protein_coding	97584374	97673910
ENSG00000238278	3	ALG1L6P	unprocessed_pseudogene	75415070	75422143
ENSG00000285742	13	AL445604.1	lincRNA	84063106	84069408
ENSG00000251391	5	AC113378.1	lincRNA	66298468	66322944
ENSG00000244026	3	FAM86DP	transcribed_unprocessed_pseudogene	75421552	75435110
ENSG00000171160	10	MORN4	protein_coding	97614553	97633500
ENSG00000228597	13	MTND4P1	processed_pseudogene	84520103	84521568
ENSG00000286062	5	AC092353.1	lincRNA	66350148	66440356
ENSG00000119912	10	IDE	protein_coding	92451684	92574076
ENSG00000241973	22	PI4KA	protein_coding	20707691	20859417
ENSG00000234928	22	LINC01659	lincRNA	23433564	23435071
ENSG00000274045	CHR_HSCHR19_4_CTG3_1	AC008746.1	lincRNA	54445939	54446275
ENSG00000267511	18	ADAD1P2	processed_pseudogene	50063795	50064440
ENSG00000266997	18	AC090227.1	protein_coding	49795793	49837623
ENSG00000204469	6	PRRC2A	protein_coding	31620720	31637771
ENSG00000080608	9	PUM3	protein_coding	2720469	2844095
ENSG00000227317	CHR_HSCHR6_MHC_DBB_CTG1	DDAH2	protein_coding	31709206	31712785
ENSG00000267591	18	AC105224.1	processed_pseudogene	50098742	50099162
ENSG00000167306	18	MYO5B	protein_coding	49822789	50195147
ENSG00000235592	X	AC004674.2	unprocessed_pseudogene	13327937	13329867
ENSG00000204179	10	PTPN20	protein_coding	46911396	47002488
ENSG00000109471	4	IL2	protein_coding	122451470	122456725
ENSG00000234742	3	AC144530.1	processed_pseudogene	197850400	197850954
ENSG00000082213	5	C5orf22	protein_coding	31532287	31555053
ENSG00000067992	X	PDK3	protein_coding	24465221	24550466
ENSG00000274837	Y	AC009233.1	processed_pseudogene	19932130	19932500
ENSG00000260403	16	AC120498.3	antisense	1156976	1157974
ENSG00000237997	Y	RCC2P2	processed_pseudogene	19986575	19987852
ENSG00000232522	Y	ZNF886P	unprocessed_pseudogene	20001185	20012204
ENSG00000228764	Y	ZNF885P	processed_pseudogene	20390051	20396796
ENSG00000259153	14	AC004816.1	lincRNA	70810205	70815403
ENSG00000270117	11	AP000769.2	lincRNA	65498010	65498405
ENSG00000197582	X	GPX1P1	processed_pseudogene	13378735	13379340
ENSG00000251562	11	MALAT1	lincRNA	65497688	65506516
ENSG00000226985	X	LINC01203	lincRNA	13334776	13403019
ENSG00000156284	21	CLDN8	protein_coding	30214006	30216073
ENSG00000082293	6	COL19A1	protein_coding	69866556	70212468
ENSG00000132953	13	XPO4	protein_coding	20777329	20903048
ENSG00000187066	11	TMEM262	protein_coding	65084979	65089375
ENSG00000225697	3	SLC26A6	protein_coding	48625723	48635493
ENSG00000251148	4	AL158068.2	antisense	2295584	2319089
ENSG00000215186	15	GOLGA6B	protein_coding	72654738	72666394
ENSG00000249077	4	AL158068.1	processed_pseudogene	2324467	2325082
ENSG00000275630	14	AC004816.2	lincRNA	70822004	70823984
ENSG00000227132	CHR_HSCHR6_MHC_MCF_CTG1	CR759772.2	processed_transcript	31089020	31113948
ENSG00000159733	4	ZFYVE28	protein_coding	2269582	2418663
ENSG00000258431	14	AC004825.1	processed_pseudogene	70858844	70859429
ENSG00000274818	14	AC004825.2	lincRNA	70906657	70907111
ENSG00000168263	9	KCNV2	protein_coding	2717510	2730037
ENSG00000279584	5	AC005593.1	TEC	131797415	131797929
ENSG00000225629	CHR_HSCHR6_MHC_MCF_CTG1	CR759772.1	transcribed_unprocessed_pseudogene	31131982	31138413
ENSG00000234124	4	CSN1S2AP	transcribed_unitary_pseudogene	70067386	70085290
ENSG00000227145	4	IL21-AS1	antisense	122618983	122689156
ENSG00000198520	1	ARMH1	protein_coding	44674692	44725591
ENSG00000275797	CHR_HSCHR19_4_CTG3_1	AC008746.4	lincRNA	54446594	54447473
ENSG00000227755	22	AP000344.1	transcribed_processed_pseudogene	23446598	23460833
ENSG00000138684	4	IL21	protein_coding	122610108	122621069
ENSG00000261659	16	Z92544.2	processed_transcript	689001	692554
